7,Estimates,WORLD,,900,World,0,1956,  204 627,  161 387,  131 014,  124 827,  115 522,  107 225,  97 077,  82 413,  79 235,  71 631,  62 378,  51 874,  41 610,  32 905,  23 362,  14 167,  7 144,  2 567,   689,   128,   17
8,Estimates,WORLD,,900,World,0,1957,  207 238,  168 451,  134 936,  124 448,  117 385,  108 105,  98 867,  84 446,  78 568,  73 059,  63 418,  53 095,  42 391,  33 199,  23 824,  14 503,  7 346,  2 768,   728,   150,   17
9,Estimates,WORLD,,900,World,0,1958,  208 513,  175 626,  140 040,  124 077,  119 441,  108 994,  100 504,  87 092,  77 786,  74 479,  64 507,  54 419,  43 361,  33 562,  24 316,  14 824,  7 467,  2 882,   748,   166,   16
10,Estimates,WORLD,,900,World,0,1959,  209 899,  182 237,  145 805,  124 445,  121 088,  110 021,  101 971,  89 766,  77 455,  75 507,  65 679,  55 754,  44 467,  34 061,  24 800,  15 136,  7 532,  2 905,   730,   159,   16
11,Estimates,WORLD,,900,World,0,1960,  212 402,  187 553,  151 840,  126 068,  122 023,  111 277,  103 287,  92 107,  77 941,  75 953,  66 936,  57 056,  45 672,  34 740,  25 264,  15 456,  7 567,  2 829,   658,   118,   15
12,Estimates,WORLD,,900,World,0,1961,  213 779,  193 010,  158 299,  128 875,  122 364,  112 801,  104 417,  94 182,  79 238,  75 870,  68 176,  58 121,  46 701,  35 383,  25 668,  15 980,  7 965,  3 072,   778,   128,   15
13,Estimates,WORLD,,900,World,0,1962,  217 506,  196 617,  165 043,  132 741,  121 965,  114 622,  105 228,  95 923,  81 284,  75 164,  69 511,  59 130,  47 790,  36 122,  26 005,  16 474,  8 303,  3 237,   873,   151,   15
14,Estimates,WORLD,,900,World,0,1963,  222 932,  198 490,  171 924,  137 565,  121 458,  116 528,  105 936,  97 413,  83 842,  74 290,  70 773,  60 174,  48 945,  36 975,  26 357,  16 937,  8 583,  3 320,   936,   169,   15
15,Estimates,WORLD,,900,World,0,1964,  228 791,  199 528,  178 410,  143 142,  121 809,  118 135,  106 870,  98 806,  86 480,  73 955,  71 719,  61 362,  50 179,  37 957,  26 823,  17 355,  8 816,  3 350,   941,   167,   15
16,Estimates,WORLD,,900,World,0,1965,  234 318,  200 959,  183 750,  149 282,  123 584,  119 209,  108 204,  100 175,  88 885,  74 558,  72 219,  62 711,  51 493,  39 069,  27 450,  17 732,  9 020,  3 332,   870,   129,   15
17,Estimates,WORLD,,900,World,0,1966,  241 374,  204 316,  187 409,  155 468,  126 177,  119 444,  109 591,  101 169,  90 882,  75 732,  72 016,  63 830,  52 596,  40 107,  28 094,  18 169,  9 498,  3 647,   998,   154,   16
18,Estimates,WORLD,,900,World,0,1967,  246 550,  208 765,  190 247,  162 429,  130 090,  119 192,  111 556,  102 059,  92 743,  77 879,  71 380,  65 178,  53 749,  41 291,  28 872,  18 547,  9 942,  3 888,  1 084,   196,   16
19,Estimates,WORLD,,900,World,0,1968,  250 303,  214 108,  192 565,  169 579,  135 106,  118 927,  113 746,  102 953,  94 432,  80 657,  70 663,  66 549,  54 954,  42 588,  29 789,  18 922,  10 341,  4 042,  1 140,   228,   16
20,Estimates,WORLD,,900,World,0,1969,  253 480,  219 684,  195 032,  176 057,  140 826,  119 425,  115 578,  104 030,  95 956,  83 486,  70 448,  67 610,  56 234,  43 946,  30 827,  19 362,  10 664,  4 138,  1 141,   228,   17
21,Estimates,WORLD,,900,World,0,1970,  256 787,  224 556,  198 212,  181 377,  146 959,  121 194,  116 731,  105 407,  97 346,  85 990,  71 107,  68 179,  57 601,  45 332,  31 975,  19 920,  10 910,  4 191,  1 075,   181,   18
22,Estimates,WORLD,,900,World,0,1971,  260 480,  229 771,  201 837,  185 265,  153 348,  124 056,  117 220,  107 060,  98 492,  88 128,  72 468,  68 017,  58 785,  46 378,  32 938,  20 582,  11 298,  4 590,  1 244,   207,   19
23,Estimates,WORLD,,900,World,0,1972,  262 934,  234 915,  206 305,  188 029,  160 312,  128 104,  117 120,  109 202,  99 471,  90 036,  74 750,  67 399,  60 141,  47 464,  33 972,  21 284,  11 601,  4 909,  1 364,   252,   20
24,Estimates,WORLD,,900,World,0,1973,  264 540,  239 711,  211 394,  190 166,  167 312,  133 125,  116 951,  111 487,  100 425,  91 714,  77 603,  66 729,  61 458,  48 628,  35 080,  22 022,  11 882,  5 109,  1 447,   286,   21
25,Estimates,WORLD,,900,World,0,1974,  265 533,  243 914,  216 674,  192 563,  173 608,  138 781,  117 541,  113 391,  101 582,  93 238,  80 479,  66 625,  62 460,  49 909,  36 257,  22 808,  12 195,  5 205,  1 464,   286,   23
26,Estimates,WORLD,,900,World,0,1975,  266 221,  247 279,  221 764,  195 801,  178 776,  144 815,  119 397,  114 637,  103 067,  94 669,  83 031,  67 439,  63 022,  51 299,  37 502,  23 664,  12 557,  5 216,  1 403,   230,   25
27,Estimates,WORLD,,900,World,0,1976,  266 622,  250 972,  226 683,  199 610,  182 737,  151 175,  122 232,  115 194,  104 772,  95 831,  85 127,  68 852,  62 946,  52 397,  38 542,  24 508,  13 118,  5 600,  1 631,   269,   27
28,Estimates,WORLD,,900,World,0,1977,  266 352,  253 867,  231 602,  204 192,  185 530,  158 059,  126 221,  115 133,  106 943,  96 845,  86 998,  71 140,  62 464,  53 674,  39 599,  25 411,  13 619,  5 884,  1 797,   334,   28
29,Estimates,WORLD,,900,World,0,1978,  265 926,  255 850,  236 431,  209 338,  187 719,  164 962,  131 199,  114 974,  109 262,  97 850,  88 668,  73 978,  61 945,  54 979,  40 700,  26 390,  14 082,  6 066,  1 910,   386,   30
30,Estimates,WORLD,,900,World,0,1979,  266 093,  257 004,  240 906,  214 651,  190 199,  171 167,  136 823,  115 537,  111 198,  99 053,  90 205,  76 832,  61 964,  56 047,  41 883,  27 428,  14 549,  6 188,  1 935,   393,   33
31,Estimates,WORLD,,900,World,0,1980,  267 434,  257 559,  244 682,  219 852,  193 518,  176 264,  142 802,  117 340,  112 453,  100 568,  91 657,  79 362,  62 858,  56 731,  43 172,  28 507,  15 067,  6 263,  1 861,   331,   35
32,Estimates,WORLD,,900,World,0,1981,  269 026,  258 850,  247 876,  224 921,  197 533,  180 441,  149 227,  120 298,  113 063,  102 314,  92 828,  81 365,  64 232,  56 622,  44 206,  29 409,  15 853,  6 729,  2 108,   386,   38
33,Estimates,WORLD,,900,World,0,1982,  272 324,  259 470,  250 438,  229 885,  202 151,  183 343,  156 091,  124 342,  113 007,  104 461,  93 812,  83 128,  66 401,  56 107,  45 377,  30 256,  16 599,  7 078,  2 274,   471,   41
34,Estimates,WORLD,,900,World,0,1983,  276 918,  259 545,  252 541,  234 637,  207 240,  185 561,  162 964,  129 318,  112 857,  106 720,  94 775,  84 711,  69 058,  55 588,  46 545,  31 120,  17 300,  7 317,  2 382,   536,   45
35,Estimates,WORLD,,900,World,0,1984,  282 172,  259 504,  254 241,  239 030,  212 511,  188 055,  169 216,  134 939,  113 480,  108 624,  95 966,  86 219,  71 739,  55 644,  47 490,  32 072,  17 958,  7 514,  2 403,   542,   48
36,Estimates,WORLD,,900,World,0,1985,  287 731,  259 928,  255 382,  242 940,  217 743,  191 405,  174 443,  140 971,  115 393,  109 915,  97 513,  87 703,  74 164,  56 579,  48 108,  33 140,  18 600,  7 700,  2 328,   459,   52
37,Estimates,WORLD,,900,World,0,1986,  295 435,  262 150,  255 797,  245 930,  222 594,  195 285,  178 404,  147 262,  118 242,  110 446,  99 140,  88 767,  76 019,  57 799,  47 982,  34 091,  19 414,  8 339,  2 616,   520,   56
38,Estimates,WORLD,,900,World,0,1987,  301 982,  265 690,  255 943,  248 579,  227 502,  199 893,  181 288,  154 108,  122 282,  110 434,  101 262,  89 742,  77 753,  59 821,  47 525,  35 144,  20 143,  8 871,  2 809,   616,   60
39,Estimates,WORLD,,900,World,0,1988,  307 242,  270 399,  256 037,  250 796,  232 263,  204 964,  183 602,  160 988,  127 310,  110 370,  103 544,  90 745,  79 365,  62 346,  47 094,  36 174,  20 833,  9 266,  2 945,   690,   65
40,Estimates,WORLD,,900,World,0,1989,  310 901,  275 675,  256 621,  252 512,  236 636,  210 123,  186 183,  167 202,  132 975,  111 053,  105 473,  91 976,  80 903,  64 928,  47 203,  36 975,  21 530,  9 584,  2 992,   695,   69
41,Estimates,WORLD,,900,World,0,1990,  312 905,  280 584,  258 206,  253 753,  240 489,  215 159,  189 532,  172 362,  139 003,  112 990,  106 781,  93 546,  82 402,  67 299,  48 128,  37 462,  22 263,  9 849,  2 955,   595,   74
42,Estimates,WORLD,,900,World,0,1991,  315 586,  286 009,  260 548,  253 932,  243 455,  220 029,  193 275,  176 249,  145 121,  115 837,  107 272,  95 088,  83 354,  68 932,  49 319,  37 381,  23 129,  10 560,  3 356,   666,   78
43,Estimates,WORLD,,900,World,0,1992,  313 642,  291 970,  264 170,  253 904,  246 123,  225 079,  197 858,  179 203,  151 868,  119 886,  107 314,  97 178,  84 301,  70 512,  51 202,  37 027,  24 011,  11 115,  3 641,   783,   83
44,Estimates,WORLD,,900,World,0,1993,  308 807,  298 004,  268 718,  253 997,  248 315,  230 006,  203 021,  181 620,  158 738,  124 890,  107 366,  99 455,  85 331,  72 047,  53 479,  36 738,  24 806,  11 508,  3 847,   876,   88
45,Estimates,WORLD,,900,World,0,1994,  303 667,  303 215,  273 780,  254 723,  249 844,  234 388,  208 290,  184 218,  164 950,  130 453,  108 144,  101 374,  86 588,  73 546,  55 751,  36 932,  25 341,  11 840,  3 931,   886,   93
46,Estimates,WORLD,,900,World,0,1995,  300 117,  306 503,  279 136,  256 440,  250 736,  237 985,  213 332,  187 491,  170 029,  136 300,  110 086,  102 660,  88 146,  75 008,  57 819,  37 800,  25 574,  12 139,  3 906,   769,   98
47,Estimates,WORLD,,900,World,0,1996,  294 118,  308 749,  285 113,  259 205,  251 695,  241 492,  218 593,  191 598,  174 251,  142 657,  113 037,  103 325,  89 784,  76 040,  59 429,  38 995,  25 680,  12 943,  4 394,   874,   102
48,Estimates,WORLD,,900,World,0,1997,  292 565,  307 933,  291 285,  262 644,  251 766,  244 120,  223 529,  196 154,  177 096,  149 347,  116 952,  103 352,  91 773,  76 922,  60 888,  40 614,  25 471,  13 626,  4 700,  1 041,   107
49,Estimates,WORLD,,900,World,0,1998,  294 138,  304 264,  297 323,  266 843,  251 570,  246 035,  228 083,  201 079,  179 219,  155 960,  121 721,  103 296,  93 867,  77 838,  62 257,  42 483,  25 268,  14 069,  4 900,  1 171,   112
50,Estimates,WORLD,,900,World,0,1999,  296 341,  299 167,  302 256,  271 792,  252 009,  247 470,  232 243,  206 181,  181 647,  161 960,  127 130,  104 000,  95 688,  79 046,  63 625,  44 370,  25 437,  14 263,  4 962,  1 185,   117
51,Estimates,WORLD,,900,World,0,2000,  297 524,  294 721,  304 908,  277 326,  253 615,  248 521,  235 955,  211 272,  184 962,  167 017,  132 980,  105 959,  97 026,  80 659,  65 038,  46 157,  26 131,  14 206,  4 926,  1 033,   123
52,Estimates,WORLD,,900,World,0,2001,  300 943,  292 418,  304 905,  282 927,  256 150,  248 871,  238 830,  215 951,  188 588,  170 747,  138 947,  108 673,  97 369,  81 975,  65 798,  47 401,  27 223,  14 500,  5 520,  1 160,   131
53,Estimates,WORLD,,900,World,0,2002,  302 159,  291 449,  302 959,  289 298,  259 708,  248 891,  241 383,  220 743,  193 015,  173 468,  145 489,  112 555,  97 352,  83 784,  66 565,  48 573,  28 539,  14 524,  5 920,  1 361,   139
54,Estimates,WORLD,,900,World,0,2003,  301 860,  291 799,  299 657,  295 584,  264 103,  248 972,  243 522,  225 444,  198 031,  175 649,  152 122,  117 398,  97 437,  85 794,  67 463,  49 724,  29 942,  14 449,  6 151,  1 515,   148
55,Estimates,WORLD,,900,World,0,2004,  301 644,  292 813,  296 235,  300 408,  269 061,  249 672,  245 105,  229 725,  203 195,  178 063,  158 109,  122 847,  98 309,  87 552,  68 637,  50 878,  31 260,  14 530,  6 164,  1 533,   158
56,Estimates,WORLD,,900,World,0,2005,  302 684,  293 423,  293 769,  302 955,  274 399,  251 351,  246 135,  233 387,  208 211,  181 232,  163 015,  128 637,  100 378,  88 844,  70 151,  52 051,  32 442,  14 859,  5 981,  1 350,   168
57,Estimates,WORLD,,900,World,0,2006,  304 646,  294 196,  292 039,  303 067,  280 381,  253 971,  246 748,  236 489,  213 191,  185 128,  166 714,  134 386,  103 116,  89 294,  71 459,  52 945,  33 625,  15 912,  6 373,  1 524,   180
58,Estimates,WORLD,,900,World,0,2007,  306 959,  295 180,  291 307,  300 891,  286 861,  257 528,  246 825,  239 083,  218 080,  189 747,  169 390,  140 643,  106 849,  89 394,  73 162,  53 739,  34 713,  16 928,  6 505,  1 786,   193
59,Estimates,WORLD,,900,World,0,2008,  309 654,  296 289,  291 387,  297 385,  292 919,  261 950,  246 803,  241 165,  222 702,  194 861,  171 564,  146 976,  111 386,  89 599,  75 039,  54 554,  35 767,  17 803,  6 558,  1 976,   206
60,Estimates,WORLD,,900,World,0,2009,  312 331,  297 521,  291 847,  294 045,  297 365,  267 035,  247 408,  242 755,  226 893,  200 102,  174 099,  152 765,  116 479,  90 574,  76 738,  55 575,  36 790,  18 586,  6 561,  1 986,   221
61,Estimates,WORLD,,900,World,0,2010,  314 830,  298 887,  292 351,  291 785,  299 587,  272 497,  249 103,  243 874,  230 557,  205 214,  177 498,  157 643,  121 964,  92 683,  78 081,  56 919,  37 766,  19 278,  6 607,  1 760,   237
62,Estimates,WORLD,,900,World,0,2011,  317 961,  300 817,  292 802,  290 335,  300 014,  278 261,  251 799,  244 451,  233 664,  210 032,  181 318,  161 314,  127 518,  95 271,  78 584,  58 220,  38 583,  20 399,  7 392,  1 872,   254
63,Estimates,WORLD,,900,World,0,2012,  320 210,  303 213,  293 487,  289 829,  298 305,  284 591,  255 495,  244 543,  236 365,  214 849,  185 878,  164 046,  133 668,  98 795,  78 812,  59 870,  39 245,  21 343,  7 992,  2 056,   273
64,Estimates,WORLD,,900,World,0,2013,  321 803,  305 965,  294 393,  290 045,  295 249,  290 684,  260 030,  244 593,  238 591,  219 500,  190 942,  166 319,  139 966,  103 099,  79 189,  61 655,  39 922,  22 069,  8 484,  2 216,   292
65,Estimates,WORLD,,900,World,0,2014,  323 116,  308 805,  295 599,  290 503,  292 186,  295 333,  265 124,  245 273,  240 266,  223 762,  196 127,  168 918,  145 745,  107 982,  80 294,  63 249,  40 791,  22 682,  8 805,  2 257,   312
66,Estimates,WORLD,,900,World,0,2015,  324 426,  311 370,  297 197,  290 910,  290 007,  297 822,  270 534,  247 008,  241 397,  227 488,  201 180,  172 316,  150 610,  113 307,  82 435,  64 521,  41 933,  23 211,  9 009,  2 087,   332
67,Estimates,WORLD,,900,World,0,2016,  325 609,  314 020,  299 265,  291 390,  288 765,  298 416,  276 400,  249 731,  242 002,  230 583,  205 984,  176 079,  154 155,  118 573,  84 884,  65 061,  43 190,  24 102,  9 940,  2 364,   352
68,Estimates,WORLD,,900,World,0,2017,  326 616,  316 392,  301 722,  291 971,  288 334,  296 801,  282 806,  253 394,  242 072,  233 230,  210 753,  180 547,  156 789,  124 431,  88 117,  65 363,  44 615,  24 735,  10 547,  2 784,   372
69,Estimates,WORLD,,900,World,0,2018,  327 476,  318 410,  304 446,  292 763,  288 499,  293 798,  288 967,  257 871,  242 068,  235 392,  215 326,  185 513,  159 000,  130 454,  92 031,  65 833,  46 062,  25 199,  10 978,  3 125,   393
70,Estimates,WORLD,,900,World,0,2019,  328 119,  320 091,  307 203,  293 932,  288 834,  290 784,  293 702,  262 937,  242 697,  237 022,  219 505,  190 625,  161 571,  136 004,  96 515,  66 973,  47 306,  25 734,  11 223,  3 239,   419
71,Estimates,WORLD,,900,World,0,2020,  328 509,  321 512,  309 770,  295 554,  289 101,  288 633,  296 294,  268 372,  244 399,  238 133,  223 163,  195 634,  164 961,  140 704,  101 491,  69 027,  48 281,  26 429,  11 352,  3 056,   449
72,Estimates,UN development groups,a,1803,Label/Separator,900,1950,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
73,Estimates,UN development groups,a,1803,Label/Separator,900,1951,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
74,Estimates,UN development groups,a,1803,Label/Separator,900,1952,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
75,Estimates,UN development groups,a,1803,Label/Separator,900,1953,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
76,Estimates,UN development groups,a,1803,Label/Separator,900,1954,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
77,Estimates,UN development groups,a,1803,Label/Separator,900,1955,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
78,Estimates,UN development groups,a,1803,Label/Separator,900,1956,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
79,Estimates,UN development groups,a,1803,Label/Separator,900,1957,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
80,Estimates,UN development groups,a,1803,Label/Separator,900,1958,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
81,Estimates,UN development groups,a,1803,Label/Separator,900,1959,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
82,Estimates,UN development groups,a,1803,Label/Separator,900,1960,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
83,Estimates,UN development groups,a,1803,Label/Separator,900,1961,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
84,Estimates,UN development groups,a,1803,Label/Separator,900,1962,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
85,Estimates,UN development groups,a,1803,Label/Separator,900,1963,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
86,Estimates,UN development groups,a,1803,Label/Separator,900,1964,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
87,Estimates,UN development groups,a,1803,Label/Separator,900,1965,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
88,Estimates,UN development groups,a,1803,Label/Separator,900,1966,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
89,Estimates,UN development groups,a,1803,Label/Separator,900,1967,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
90,Estimates,UN development groups,a,1803,Label/Separator,900,1968,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
91,Estimates,UN development groups,a,1803,Label/Separator,900,1969,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
92,Estimates,UN development groups,a,1803,Label/Separator,900,1970,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
93,Estimates,UN development groups,a,1803,Label/Separator,900,1971,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
94,Estimates,UN development groups,a,1803,Label/Separator,900,1972,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
95,Estimates,UN development groups,a,1803,Label/Separator,900,1973,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
96,Estimates,UN development groups,a,1803,Label/Separator,900,1974,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
97,Estimates,UN development groups,a,1803,Label/Separator,900,1975,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
98,Estimates,UN development groups,a,1803,Label/Separator,900,1976,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
99,Estimates,UN development groups,a,1803,Label/Separator,900,1977,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
100,Estimates,UN development groups,a,1803,Label/Separator,900,1978,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
101,Estimates,UN development groups,a,1803,Label/Separator,900,1979,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
102,Estimates,UN development groups,a,1803,Label/Separator,900,1980,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
103,Estimates,UN development groups,a,1803,Label/Separator,900,1981,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
104,Estimates,UN development groups,a,1803,Label/Separator,900,1982,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
105,Estimates,UN development groups,a,1803,Label/Separator,900,1983,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
106,Estimates,UN development groups,a,1803,Label/Separator,900,1984,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
107,Estimates,UN development groups,a,1803,Label/Separator,900,1985,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
108,Estimates,UN development groups,a,1803,Label/Separator,900,1986,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
109,Estimates,UN development groups,a,1803,Label/Separator,900,1987,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
110,Estimates,UN development groups,a,1803,Label/Separator,900,1988,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
111,Estimates,UN development groups,a,1803,Label/Separator,900,1989,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
112,Estimates,UN development groups,a,1803,Label/Separator,900,1990,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
113,Estimates,UN development groups,a,1803,Label/Separator,900,1991,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
114,Estimates,UN development groups,a,1803,Label/Separator,900,1992,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
115,Estimates,UN development groups,a,1803,Label/Separator,900,1993,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
116,Estimates,UN development groups,a,1803,Label/Separator,900,1994,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
117,Estimates,UN development groups,a,1803,Label/Separator,900,1995,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
118,Estimates,UN development groups,a,1803,Label/Separator,900,1996,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
119,Estimates,UN development groups,a,1803,Label/Separator,900,1997,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
120,Estimates,UN development groups,a,1803,Label/Separator,900,1998,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
121,Estimates,UN development groups,a,1803,Label/Separator,900,1999,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
122,Estimates,UN development groups,a,1803,Label/Separator,900,2000,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
123,Estimates,UN development groups,a,1803,Label/Separator,900,2001,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
124,Estimates,UN development groups,a,1803,Label/Separator,900,2002,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
125,Estimates,UN development groups,a,1803,Label/Separator,900,2003,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
126,Estimates,UN development groups,a,1803,Label/Separator,900,2004,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
127,Estimates,UN development groups,a,1803,Label/Separator,900,2005,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
128,Estimates,UN development groups,a,1803,Label/Separator,900,2006,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
129,Estimates,UN development groups,a,1803,Label/Separator,900,2007,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
130,Estimates,UN development groups,a,1803,Label/Separator,900,2008,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
131,Estimates,UN development groups,a,1803,Label/Separator,900,2009,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
132,Estimates,UN development groups,a,1803,Label/Separator,900,2010,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...
